address,property_id,square_meters,total_floors,floor,type,price,days_on_market,rooms,city
"159 Main St, Düsseldorf",ID024925,142,7,2,Commercial,9386064,77,5,Düsseldorf
"132 Broadway, Düsseldorf",ID008088,143,25,23,Commercial,1673872,205,5,Düsseldorf
"177 Park Ave, Düsseldorf",ID013594,143,8,19,Commercial,1761617,342,4,Düsseldorf
"261 Park Ave, Düsseldorf",ID000243,143,12,25,Residential,2329478,201,3,Düsseldorf
"23 Park Ave, Düsseldorf",ID007158,143,13,29,Residential,3666260,202,7,Düsseldorf
"206 Main St, Düsseldorf",ID005542,143,12,29,Commercial,4819425,201,8,Düsseldorf
"32 Park Ave, Düsseldorf",ID021591,143,26,13,Commercial,8243116,333,1,Düsseldorf
"158 Main St, Düsseldorf",ID009733,143,21,24,Residential,8831561,348,3,Düsseldorf
"294 High St, Düsseldorf",ID019115,143,9,7,Commercial,8907932,360,2,Düsseldorf
"74 Main St, Düsseldorf",ID014718,144,29,2,Commercial,583121,119,9,Düsseldorf
"116 Broadway, Düsseldorf",ID021885,144,17,13,Commercial,698474,132,3,Düsseldorf
"274 High St, Düsseldorf",ID016636,144,8,16,Residential,1395845,319,6,Düsseldorf
"40 High St, Düsseldorf",ID019040,144,25,11,Commercial,3138088,328,4,Düsseldorf
"234 Main St, Düsseldorf",ID006234,144,21,22,Residential,4119353,73,3,Düsseldorf
"217 Broadway, Düsseldorf",ID023440,144,13,4,Commercial,4576157,36,5,Düsseldorf
"179 Main St, Düsseldorf",ID000443,144,6,12,Commercial,5042571,72,6,Düsseldorf
"190 High St, Düsseldorf",ID003008,144,3,13,Residential,5762110,28,9,Düsseldorf
"141 Park Ave, Düsseldorf",ID019633,144,18,19,Residential,7071042,334,8,Düsseldorf
"210 High St, Düsseldorf",ID012611,144,19,26,Residential,9304387,141,6,Düsseldorf
"245 Main St, Düsseldorf",ID006577,145,7,26,Commercial,1571432,264,8,Düsseldorf
"74 High St, Düsseldorf",ID016558,145,22,6,Residential,1575064,192,1,Düsseldorf
"84 Main St, Düsseldorf",ID007261,145,3,29,Residential,2627717,363,5,Düsseldorf
"202 Park Ave, Düsseldorf",ID005051,145,18,28,Residential,4980355,351,7,Düsseldorf
"186 High St, Düsseldorf",ID007673,145,27,16,Commercial,6904814,9,6,Düsseldorf
"130 High St, Düsseldorf",ID005857,145,12,22,Commercial,7724510,154,9,Düsseldorf
"231 Broadway, Düsseldorf",ID020239,145,24,16,Commercial,9449038,349,6,Düsseldorf
"72 Broadway, Düsseldorf",ID011747,146,14,28,Commercial,4656994,240,1,Düsseldorf
"261 Broadway, Düsseldorf",ID010465,146,25,7,Commercial,7357090,31,3,Düsseldorf
"267 Main St, Düsseldorf",ID000900,146,1,19,Commercial,9049201,299,9,Düsseldorf
"69 Main St, Düsseldorf",ID008899,147,18,24,Commercial,1208936,196,5,Düsseldorf
"178 Main St, Düsseldorf",ID009523,147,6,5,Commercial,1760991,359,6,Düsseldorf
"176 Park Ave, Düsseldorf",ID008161,147,12,25,Residential,4091619,186,9,Düsseldorf
"210 High St, Düsseldorf",ID011580,147,5,21,Residential,6418406,94,9,Düsseldorf
"80 Park Ave, Düsseldorf",ID007829,148,17,13,Residential,4873101,152,8,Düsseldorf
"205 Main St, Düsseldorf",ID004010,149,25,7,Commercial,5589632,69,1,Düsseldorf
"50 Main St, Düsseldorf",ID007640,149,22,2,Residential,6464382,258,6,Düsseldorf
"269 High St, Düsseldorf",ID008448,149,12,8,Commercial,8389535,168,6,Düsseldorf
"120 Park Ave, Düsseldorf",ID010126,150,6,6,Commercial,4990732,303,8,Düsseldorf
"107 Broadway, Düsseldorf",ID020979,150,2,1,Residential,5043604,321,2,Düsseldorf
"140 High St, Düsseldorf",ID014481,150,7,10,Residential,7416688,15,4,Düsseldorf
"48 Main St, Düsseldorf",ID000810,150,15,8,Commercial,7483620,36,9,Düsseldorf
"249 High St, Düsseldorf",ID011456,150,17,8,Residential,8824041,111,9,Düsseldorf
"269 Main St, Düsseldorf",ID012243,151,10,25,Residential,1755773,280,8,Düsseldorf
"299 Park Ave, Düsseldorf",ID023873,151,9,4,Residential,2777128,88,2,Düsseldorf
"28 High St, Düsseldorf",ID001015,151,6,5,Residential,3886015,55,3,Düsseldorf
"232 Main St, Düsseldorf",ID012343,151,2,8,Residential,4563667,87,5,Düsseldorf
"133 Broadway, Düsseldorf",ID011514,151,9,2,Residential,5896464,306,8,Düsseldorf
"144 High St, Düsseldorf",ID005369,151,9,8,Commercial,8194071,249,2,Düsseldorf
"97 Main St, Düsseldorf",ID001978,152,9,24,Commercial,2189595,330,4,Düsseldorf
"20 Main St, Düsseldorf",ID004605,152,26,3,Residential,2214652,78,9,Düsseldorf
"127 Main St, Düsseldorf",ID002216,152,2,14,Commercial,2922873,252,3,Düsseldorf
"164 Broadway, Düsseldorf",ID012119,152,12,23,Commercial,3122609,152,4,Düsseldorf
"55 Broadway, Düsseldorf",ID009207,152,11,16,Residential,4488672,335,9,Düsseldorf
"251 Main St, Düsseldorf",ID017930,152,19,2,Commercial,4860290,130,5,Düsseldorf
"219 High St, Düsseldorf",ID014410,152,5,13,Residential,9326911,281,7,Düsseldorf
"239 Main St, Düsseldorf",ID001323,152,4,11,Commercial,9965914,196,4,Düsseldorf
"286 Main St, Düsseldorf",ID011151,153,7,11,Commercial,161199,168,8,Düsseldorf
"217 High St, Düsseldorf",ID021902,153,17,4,Residential,1625568,253,4,Düsseldorf
"232 High St, Düsseldorf",ID004339,153,15,14,Residential,4084807,75,1,Düsseldorf
"4 Main St, Düsseldorf",ID019196,153,12,21,Commercial,4603294,129,1,Düsseldorf
"106 Broadway, Düsseldorf",ID005524,153,20,16,Commercial,4667792,174,4,Düsseldorf
"195 High St, Düsseldorf",ID012197,153,25,28,Residential,6204685,305,9,Düsseldorf
"167 Main St, Düsseldorf",ID018743,154,29,3,Commercial,173466,177,5,Düsseldorf
"125 Broadway, Düsseldorf",ID000677,154,1,19,Residential,1039046,278,2,Düsseldorf
"51 Park Ave, Düsseldorf",ID023610,154,13,8,Commercial,1218304,33,3,Düsseldorf
"272 Broadway, Düsseldorf",ID007978,154,18,21,Commercial,4049944,177,7,Düsseldorf
"189 Main St, Düsseldorf",ID010017,154,6,1,Residential,5290371,211,8,Düsseldorf
"224 High St, Düsseldorf",ID006351,154,15,19,Residential,5468217,26,4,Düsseldorf
"164 Park Ave, Düsseldorf",ID000091,154,10,12,Commercial,5979366,346,3,Düsseldorf
"24 Park Ave, Düsseldorf",ID007671,154,25,14,Commercial,9796608,179,3,Düsseldorf
"141 Broadway, Düsseldorf",ID014262,155,2,24,Residential,527554,216,9,Düsseldorf
"232 Broadway, Düsseldorf",ID016391,155,6,7,Commercial,1049191,166,1,Düsseldorf
"184 High St, Düsseldorf",ID000962,155,8,24,Residential,1241803,203,3,Düsseldorf
"87 Broadway, Düsseldorf",ID006736,155,6,11,Commercial,3769198,20,3,Düsseldorf
"109 Park Ave, Düsseldorf",ID016848,155,23,6,Residential,5891413,276,3,Düsseldorf
"267 Main St, Düsseldorf",ID003343,155,24,19,Commercial,6653063,239,2,Düsseldorf
"212 Main St, Düsseldorf",ID015147,156,25,23,Residential,2442656,90,2,Düsseldorf
"186 Main St, Düsseldorf",ID001125,156,6,25,Residential,3108303,56,4,Düsseldorf
"45 Main St, Düsseldorf",ID002236,156,4,17,Commercial,4186576,248,9,Düsseldorf
"40 Main St, Düsseldorf",ID005854,156,28,26,Residential,5808370,147,9,Düsseldorf
"281 Main St, Düsseldorf",ID000313,156,11,1,Commercial,9628960,208,6,Düsseldorf
"269 Park Ave, Düsseldorf",ID012632,157,21,3,Residential,1103554,32,6,Düsseldorf
"113 Park Ave, Düsseldorf",ID020144,157,11,1,Commercial,4475711,212,7,Düsseldorf
"277 Broadway, Düsseldorf",ID009410,157,6,17,Residential,4718452,48,3,Düsseldorf
"293 Park Ave, Düsseldorf",ID015781,157,5,29,Residential,5522745,98,9,Düsseldorf
"6 High St, Düsseldorf",ID013030,158,2,5,Commercial,5758484,234,3,Düsseldorf
"291 Broadway, Düsseldorf",ID011417,158,22,2,Residential,6646495,153,3,Düsseldorf
"99 Broadway, Düsseldorf",ID014525,158,14,2,Residential,6917532,174,6,Düsseldorf
"54 Main St, Düsseldorf",ID021201,158,29,12,Residential,9294528,118,9,Düsseldorf
"26 Broadway, Düsseldorf",ID021886,159,18,12,Commercial,1996813,10,8,Düsseldorf
"294 Main St, Düsseldorf",ID002278,159,17,14,Residential,4271932,291,5,Düsseldorf
"50 Broadway, Düsseldorf",ID003348,159,7,26,Residential,4477140,252,7,Düsseldorf
"166 High St, Düsseldorf",ID025122,159,9,4,Commercial,7876731,259,3,Düsseldorf
"113 High St, Düsseldorf",ID015674,159,2,20,Commercial,8553181,188,3,Düsseldorf
"33 High St, Düsseldorf",ID016857,160,1,17,Commercial,1130701,16,7,Düsseldorf
"142 Park Ave, Düsseldorf",ID003217,160,6,6,Commercial,1270123,154,9,Düsseldorf
"236 High St, Düsseldorf",ID011967,160,16,3,Residential,3630975,137,2,Düsseldorf
"45 Broadway, Düsseldorf",ID011534,160,20,24,Commercial,3757329,13,4,Düsseldorf
"250 Main St, Düsseldorf",ID005796,160,13,1,Commercial,7526306,29,7,Düsseldorf
"153 Broadway, Düsseldorf",ID002269,160,29,12,Commercial,8274987,89,9,Düsseldorf
"74 Main St, Düsseldorf",ID001542,160,22,14,Residential,8975808,324,4,Düsseldorf
"175 Main St, Düsseldorf",ID007124,160,14,22,Residential,9387419,84,4,Düsseldorf
"266 High St, Düsseldorf",ID014345,161,8,7,Commercial,2290397,350,5,Düsseldorf
"264 Park Ave, Düsseldorf",ID024452,161,24,4,Residential,2964705,352,7,Düsseldorf
"157 High St, Düsseldorf",ID012113,161,27,13,Commercial,3065164,175,4,Düsseldorf
"236 High St, Düsseldorf",ID025137,161,14,13,Commercial,5021074,139,5,Düsseldorf
"264 Broadway, Düsseldorf",ID015950,161,12,24,Commercial,6143227,101,6,Düsseldorf
"227 Main St, Düsseldorf",ID002380,161,29,19,Residential,6517889,351,8,Düsseldorf
"157 Broadway, Düsseldorf",ID025537,162,4,5,Commercial,1858006,231,6,Düsseldorf
"8 Main St, Düsseldorf",ID001372,162,6,8,Residential,2100916,217,9,Düsseldorf
"244 High St, Düsseldorf",ID000547,162,17,19,Residential,2101168,242,1,Düsseldorf
"281 High St, Düsseldorf",ID012829,162,18,21,Commercial,3713694,54,2,Düsseldorf
"88 High St, Düsseldorf",ID013224,162,19,17,Commercial,7643520,67,2,Düsseldorf
"71 Main St, Düsseldorf",ID006334,162,8,2,Residential,9869306,194,3,Düsseldorf
"6 High St, Düsseldorf",ID025370,163,3,1,Residential,7096877,35,4,Düsseldorf
"126 Main St, Düsseldorf",ID006882,163,4,28,Residential,7703956,61,5,Düsseldorf
"93 Main St, Düsseldorf",ID019584,163,3,21,Commercial,8013963,282,1,Düsseldorf
"22 Broadway, Düsseldorf",ID008604,163,24,16,Commercial,8888991,308,3,Düsseldorf
"122 Park Ave, Düsseldorf",ID024332,163,1,10,Commercial,9452353,11,8,Düsseldorf
"117 Broadway, Düsseldorf",ID004109,164,7,1,Commercial,2086007,321,1,Düsseldorf
"234 Park Ave, Düsseldorf",ID002079,164,17,8,Commercial,2509382,204,7,Düsseldorf
"181 Park Ave, Düsseldorf",ID006707,164,10,15,Residential,3745121,189,5,Düsseldorf
"64 Broadway, Düsseldorf",ID018991,164,26,5,Commercial,4101423,25,5,Düsseldorf
"184 High St, Düsseldorf",ID017964,164,4,11,Commercial,7536936,234,1,Düsseldorf
"132 Main St, Düsseldorf",ID013068,164,19,15,Residential,8664720,301,1,Düsseldorf
"29 Main St, Düsseldorf",ID004806,165,3,28,Commercial,226367,55,3,Düsseldorf
"10 Park Ave, Düsseldorf",ID017468,165,7,23,Commercial,951449,137,7,Düsseldorf
"168 Main St, Düsseldorf",ID007224,166,10,8,Commercial,343572,159,5,Düsseldorf
"230 Main St, Düsseldorf",ID021426,166,16,8,Residential,3748671,175,7,Düsseldorf
"162 Broadway, Düsseldorf",ID005439,166,27,26,Commercial,4021544,313,5,Düsseldorf
"80 Broadway, Düsseldorf",ID025190,166,17,7,Commercial,5339968,94,8,Düsseldorf
"110 Main St, Düsseldorf",ID012015,166,17,18,Residential,5520670,88,6,Düsseldorf
"165 Park Ave, Düsseldorf",ID017085,166,20,10,Residential,6724080,225,5,Düsseldorf
"154 Park Ave, Düsseldorf",ID023764,166,4,14,Residential,7554928,333,2,Düsseldorf
"88 Main St, Düsseldorf",ID003634,167,15,15,Residential,850891,140,1,Düsseldorf
"180 Main St, Düsseldorf",ID020443,167,12,27,Commercial,3482576,23,5,Düsseldorf
"247 Broadway, Düsseldorf",ID017565,167,25,22,Residential,3723757,187,8,Düsseldorf
"86 High St, Düsseldorf",ID023184,167,17,7,Commercial,4671931,68,2,Düsseldorf
"274 Park Ave, Düsseldorf",ID019126,168,7,1,Commercial,2133996,200,8,Düsseldorf
"299 Main St, Düsseldorf",ID013085,168,12,9,Residential,3030727,198,2,Düsseldorf
"55 High St, Düsseldorf",ID021775,168,26,28,Commercial,3314817,32,7,Düsseldorf
"229 Broadway, Düsseldorf",ID002954,168,10,12,Commercial,4020865,180,8,Düsseldorf
"163 Park Ave, Düsseldorf",ID025361,168,28,3,Residential,4564109,231,6,Düsseldorf
"31 Main St, Düsseldorf",ID025154,168,8,25,Commercial,4870079,297,7,Düsseldorf
"183 Broadway, Düsseldorf",ID004485,168,19,4,Residential,7584370,56,3,Düsseldorf
"131 Broadway, Düsseldorf",ID005420,168,8,29,Residential,7790360,46,4,Düsseldorf
"222 Park Ave, Düsseldorf",ID018577,168,7,3,Commercial,8263169,92,8,Düsseldorf
"198 Broadway, Düsseldorf",ID013908,168,12,12,Residential,8398559,353,2,Düsseldorf
"45 Park Ave, Düsseldorf",ID006193,169,27,19,Commercial,915548,68,5,Düsseldorf
"28 Main St, Düsseldorf",ID018966,169,5,20,Commercial,2878858,346,1,Düsseldorf
"107 Broadway, Düsseldorf",ID012664,169,29,3,Commercial,4254543,296,4,Düsseldorf
"126 Park Ave, Düsseldorf",ID001890,169,13,22,Commercial,5103192,196,3,Düsseldorf
"188 Park Ave, Düsseldorf",ID009926,169,1,11,Commercial,5476766,14,5,Düsseldorf
"157 Main St, Düsseldorf",ID019393,169,16,7,Residential,6678428,8,6,Düsseldorf
"54 Main St, Düsseldorf",ID014818,170,9,2,Commercial,1906811,65,8,Düsseldorf
"133 Broadway, Düsseldorf",ID012799,170,23,14,Commercial,2573971,297,3,Düsseldorf
"66 Broadway, Düsseldorf",ID013495,170,6,22,Residential,3709179,239,2,Düsseldorf
"50 Park Ave, Düsseldorf",ID020526,170,28,12,Commercial,3751324,103,7,Düsseldorf
"80 Park Ave, Düsseldorf",ID003948,170,13,6,Residential,6653714,164,1,Düsseldorf
"55 Main St, Düsseldorf",ID025320,170,11,1,Commercial,8456592,327,5,Düsseldorf
"115 High St, Düsseldorf",ID022509,170,26,9,Residential,9212860,157,3,Düsseldorf
"21 High St, Düsseldorf",ID009978,170,16,12,Commercial,9495031,16,1,Düsseldorf
"120 Park Ave, Düsseldorf",ID018285,171,7,13,Commercial,1771934,159,1,Düsseldorf
"118 High St, Düsseldorf",ID025181,171,3,11,Residential,2480660,174,5,Düsseldorf
"115 High St, Düsseldorf",ID004280,171,22,5,Residential,3159250,324,4,Düsseldorf
"117 Broadway, Düsseldorf",ID003545,171,8,15,Residential,4739550,262,4,Düsseldorf
"163 High St, Düsseldorf",ID022550,172,17,28,Residential,1073104,65,9,Düsseldorf
"112 Broadway, Düsseldorf",ID005464,172,3,23,Residential,2069735,149,1,Düsseldorf
"288 Broadway, Düsseldorf",ID016454,172,16,2,Commercial,8716831,46,5,Düsseldorf
"101 High St, Düsseldorf",ID007702,172,20,20,Residential,9692564,302,9,Düsseldorf
"198 Main St, Düsseldorf",ID004383,173,10,19,Residential,4996222,343,5,Düsseldorf
"263 Park Ave, Düsseldorf",ID012725,174,24,15,Residential,894458,210,1,Düsseldorf
"174 High St, Düsseldorf",ID013816,174,15,29,Residential,2754751,101,9,Düsseldorf
"24 High St, Düsseldorf",ID018807,174,3,6,Residential,4733326,323,5,Düsseldorf
"215 Broadway, Düsseldorf",ID023923,174,29,10,Commercial,6360044,255,4,Düsseldorf
"246 Broadway, Düsseldorf",ID021785,174,17,18,Commercial,9890756,126,5,Düsseldorf
"228 Main St, Düsseldorf",ID024734,175,28,7,Residential,1203555,44,2,Düsseldorf
"257 Park Ave, Düsseldorf",ID024681,175,10,18,Commercial,3423834,187,1,Düsseldorf
"20 Main St, Düsseldorf",ID003792,175,19,14,Residential,4344800,273,3,Düsseldorf
"293 Broadway, Düsseldorf",ID014632,175,25,15,Residential,7867569,84,1,Düsseldorf
"135 Main St, Düsseldorf",ID012454,175,14,24,Residential,8032296,68,8,Düsseldorf
"86 Main St, Düsseldorf",ID025365,175,11,26,Commercial,8183535,142,2,Düsseldorf
"234 Park Ave, Düsseldorf",ID022202,175,11,13,Commercial,8682533,221,1,Düsseldorf
"19 High St, Düsseldorf",ID011156,175,11,9,Residential,9487730,212,4,Düsseldorf
"286 Park Ave, Düsseldorf",ID011752,176,14,7,Commercial,2743930,18,2,Düsseldorf
"285 High St, Düsseldorf",ID016265,176,22,13,Residential,4112394,321,7,Düsseldorf
"88 Main St, Düsseldorf",ID016401,176,6,8,Commercial,9024645,253,2,Düsseldorf
"78 Park Ave, Düsseldorf",ID013771,176,3,13,Residential,9866803,124,2,Düsseldorf
"189 Broadway, Düsseldorf",ID000146,176,8,11,Commercial,9955810,184,9,Düsseldorf
"149 Main St, Düsseldorf",ID017921,177,20,18,Residential,2378328,123,7,Düsseldorf
"258 Broadway, Düsseldorf",ID000647,177,14,29,Commercial,4977856,7,2,Düsseldorf
"77 Broadway, Düsseldorf",ID018132,177,16,15,Residential,8160751,163,7,Düsseldorf
"39 Broadway, Düsseldorf",ID013040,178,20,28,Residential,3909137,262,9,Düsseldorf
"46 High St, Düsseldorf",ID004668,178,25,28,Residential,3916817,81,7,Düsseldorf
"261 Main St, Düsseldorf",ID011127,178,12,15,Commercial,6414675,85,9,Düsseldorf
"18 Park Ave, Düsseldorf",ID023350,178,26,28,Commercial,7223303,122,3,Düsseldorf
"150 Broadway, Düsseldorf",ID008953,178,18,18,Residential,8126412,148,3,Düsseldorf
"243 High St, Düsseldorf",ID012445,178,26,3,Residential,8177937,254,6,Düsseldorf
"223 Broadway, Düsseldorf",ID008437,179,13,13,Commercial,1031273,28,2,Düsseldorf
"9 Main St, Düsseldorf",ID002577,179,22,5,Commercial,2354777,72,2,Düsseldorf
"158 High St, Düsseldorf",ID009248,179,17,2,Residential,2899796,325,5,Düsseldorf
"197 Main St, Düsseldorf",ID003180,179,24,19,Commercial,3508247,15,5,Düsseldorf
"271 Main St, Düsseldorf",ID011484,179,20,29,Commercial,6183661,60,4,Düsseldorf
"49 Main St, Düsseldorf",ID019171,179,14,21,Commercial,7018330,328,3,Düsseldorf
"164 Park Ave, Düsseldorf",ID012697,180,2,18,Commercial,1875445,52,3,Düsseldorf
"183 Park Ave, Düsseldorf",ID013125,180,27,19,Residential,2337400,296,4,Düsseldorf
"14 Broadway, Düsseldorf",ID023422,180,7,8,Commercial,4207278,208,7,Düsseldorf
"272 High St, Düsseldorf",ID010270,180,17,17,Residential,4800302,264,6,Düsseldorf
"138 Park Ave, Düsseldorf",ID002146,180,9,16,Commercial,7920005,111,2,Düsseldorf
"93 High St, Düsseldorf",ID017488,180,27,19,Commercial,8353009,48,7,Düsseldorf
"46 Main St, Düsseldorf",ID013075,180,9,4,Commercial,9199666,224,9,Düsseldorf
"172 Main St, Düsseldorf",ID009101,181,5,22,Commercial,1585605,282,5,Düsseldorf
"136 High St, Düsseldorf",ID019710,181,20,14,Residential,2269307,336,8,Düsseldorf
"61 Broadway, Düsseldorf",ID012207,181,9,25,Commercial,3291923,22,5,Düsseldorf
"265 Park Ave, Düsseldorf",ID022109,181,7,21,Residential,6046966,86,6,Düsseldorf
"85 Broadway, Düsseldorf",ID009298,181,15,10,Commercial,8492442,216,7,Düsseldorf
"245 Park Ave, Düsseldorf",ID018636,182,6,1,Commercial,1321449,156,6,Düsseldorf
"36 Main St, Düsseldorf",ID023673,182,15,26,Residential,1515802,6,9,Düsseldorf
"287 Broadway, Düsseldorf",ID011744,182,13,19,Commercial,2109195,238,3,Düsseldorf
"8 Broadway, Düsseldorf",ID008356,182,24,21,Commercial,3205849,44,4,Düsseldorf
"149 Main St, Düsseldorf",ID013872,182,23,6,Commercial,3385475,146,8,Düsseldorf
"156 Broadway, Düsseldorf",ID006064,182,12,23,Commercial,4924361,27,3,Düsseldorf
"233 Park Ave, Düsseldorf",ID024971,182,3,10,Residential,6707408,163,1,Düsseldorf
"167 High St, Düsseldorf",ID013225,182,21,12,Commercial,7606665,364,5,Düsseldorf
"149 High St, Düsseldorf",ID018345,183,23,27,Commercial,6824278,275,6,Düsseldorf
"160 Park Ave, Düsseldorf",ID021745,183,27,3,Commercial,8830052,75,2,Düsseldorf
"122 Park Ave, Düsseldorf",ID005475,184,2,16,Commercial,3416604,78,6,Düsseldorf
"268 Broadway, Düsseldorf",ID015641,184,19,27,Residential,4261413,335,4,Düsseldorf
"35 Park Ave, Düsseldorf",ID003324,184,24,7,Residential,4838361,3,1,Düsseldorf
"181 Broadway, Düsseldorf",ID009362,184,15,22,Commercial,5717956,219,9,Düsseldorf
"132 Broadway, Düsseldorf",ID016072,184,7,28,Residential,6171185,155,8,Düsseldorf
"239 Main St, Düsseldorf",ID004193,184,4,24,Residential,6672278,196,1,Düsseldorf
"202 High St, Düsseldorf",ID021811,184,9,20,Residential,6776514,252,2,Düsseldorf
"135 Broadway, Düsseldorf",ID003121,184,22,4,Commercial,7684005,176,4,Düsseldorf
"22 High St, Düsseldorf",ID011795,184,10,6,Residential,7865440,355,1,Düsseldorf
"185 Main St, Düsseldorf",ID012587,184,12,23,Residential,9382516,65,5,Düsseldorf
"193 Park Ave, Düsseldorf",ID001681,185,6,12,Commercial,460391,273,3,Düsseldorf
"230 High St, Düsseldorf",ID025132,185,19,24,Residential,1453940,40,2,Düsseldorf
"171 Park Ave, Düsseldorf",ID021355,185,25,11,Residential,1842854,37,6,Düsseldorf
"41 Park Ave, Düsseldorf",ID018971,185,18,17,Residential,3769637,133,3,Düsseldorf
"1 Park Ave, Düsseldorf",ID003781,185,10,27,Residential,4257367,92,7,Düsseldorf
"184 High St, Düsseldorf",ID021641,185,1,6,Commercial,4952404,58,5,Düsseldorf
"269 Park Ave, Düsseldorf",ID009494,185,5,23,Commercial,5310962,303,5,Düsseldorf
"85 Main St, Düsseldorf",ID024255,185,2,2,Residential,5616816,291,4,Düsseldorf
"259 High St, Düsseldorf",ID008454,185,19,18,Commercial,6189481,135,1,Düsseldorf
"248 High St, Düsseldorf",ID007668,185,13,14,Residential,6745457,313,6,Düsseldorf
"118 Park Ave, Düsseldorf",ID021001,186,19,3,Commercial,484940,214,3,Düsseldorf
"171 Broadway, Düsseldorf",ID009666,186,19,13,Residential,1708613,54,3,Düsseldorf
"275 Main St, Düsseldorf",ID004312,186,16,29,Commercial,4012841,126,6,Düsseldorf
